feed rate value,value,ParameterAttributeEmbedding,ParameterAttribute
flow rate unit,unit,ParameterAttributeEmbedding,ParameterAttribute
feed rate error,error,ParameterAttributeEmbedding,ParameterAttribute
feed rate average,average,ParameterAttributeEmbedding,ParameterAttribute
feed rate std,std,ParameterAttributeEmbedding,ParameterAttribute
mixing speed,name,ParameterAttributeEmbedding,ParameterAttribute
mixing speed value,value,ParameterAttributeEmbedding,ParameterAttribute
rotation speed unit,unit,ParameterAttributeEmbedding,ParameterAttribute
mixing speed error,error,ParameterAttributeEmbedding,ParameterAttribute
mixing speed average,average,ParameterAttributeEmbedding,ParameterAttribute
mixing speed std,std,ParameterAttributeEmbedding,ParameterAttribute
curing time,name,ParameterAttributeEmbedding,ParameterAttribute
curing time value,value,ParameterAttributeEmbedding,ParameterAttribute
curing time unit,unit,ParameterAttributeEmbedding,ParameterAttribute
curing time error,error,ParameterAttributeEmbedding,ParameterAttribute
curing time average,average,ParameterAttributeEmbedding,ParameterAttribute
curing time std,std,ParameterAttributeEmbedding,ParameterAttribute
ambient humidity,name,ParameterAttributeEmbedding,ParameterAttribute
ambient humidity value,value,ParameterAttributeEmbedding,ParameterAttribute
humidity level unit,unit,ParameterAttributeEmbedding,ParameterAttribute
humidity error,error,ParameterAttributeEmbedding,ParameterAttribute
ambient humidity average,average,ParameterAttributeEmbedding,ParameterAttribute
ambient humidity std,std,ParameterAttributeEmbedding,ParameterAttribute
chemical dosage,name,ParameterAttributeEmbedding,ParameterAttribute
chemical dosage value,value,ParameterAttributeEmbedding,ParameterAttribute
dosage unit,unit,ParameterAttributeEmbedding,ParameterAttribute
dosage error,error,ParameterAttributeEmbedding,ParameterAttribute
chemical dosage average,average,ParameterAttributeEmbedding,ParameterAttribute
chemical dosage std,std,ParameterAttributeEmbedding,ParameterAttribute
light exposure,name,ParameterAttributeEmbedding,ParameterAttribute
light exposure value,value,ParameterAttributeEmbedding,ParameterAttribute
light intensity unit,unit,ParameterAttributeEmbedding,ParameterAttribute
light exposure error,error,ParameterAttributeEmbedding,ParameterAttribute
light exposure average,average,ParameterAttributeEmbedding,ParameterAttribute
light exposure std,std,ParameterAttributeEmbedding,ParameterAttribute
cooling rate,name,ParameterAttributeEmbedding,ParameterAttribute
cooling rate value,value,ParameterAttributeEmbedding,ParameterAttribute
